teacher_forcing_prob,epoch,step
0.7998999953269958,0,0
0.7997999787330627,0,1
0.7997000217437744,0,2
0.7996000051498413,0,3
0.7994999885559082,0,4
0.7993999719619751,0,5
0.7993000149726868,0,6
0.7991999983787537,0,7
0.7990999817848206,0,8
0.7990000247955322,0,9
0.7989000082015991,0,10
0.798799991607666,0,11
0.7986999750137329,0,12
0.7986000180244446,0,13
0.7985000014305115,0,14
